,Text,Aspect Term,Sentiment,Polarity
2294,"rabi pachhi jantaa k0 biswaasa maa pare kaa patrakaara susila ji , laai here kaa chhna .",biswaasa,GENERAL,0
2295,nepaala prahari le prachanda k0 adesa maa rabi laai phansaauna kh0je k0 dherai p0ints haru chhana .,phansaauna kh0je k0,GENERAL,1
2296,yadi yas0 bhae maa sarakaara pani dagamagaauchha thul0 bidambinaa hunchha .,bidambinaa,GENERAL,1
2297,"susila paande jindaabaada nepaala kaa hir0 kulamaana , rabi , apila , susila .",jindaabaada,GENERAL,0
2298,"yaae paaekharela khaate chaaera bardikaae naama maa kalanka haae , , thukka , , , kiraa paraaesa .",thukka,GENERAL,1
2299,"yaae paaekharela khaate chaaera bardikaae naama maa kalanka haae , , thukka , , , kiraa paraaesa .",kiraa paraaesa,GENERAL,1
2300,party k0 jh0 le haru raichha tehi bhaera h0laa patraakaara le s0dhe k0 kunai pani prasna k0 thika uttara nai dina nasake k0 .,jh0 le,GENERAL,1
2301,party k0 jh0 le haru raichha tehi bhaera h0laa patraakaara le s0dhe k0 kunai pani prasna k0 thika uttara nai dina nasake k0 .,dina nasake k0,GENERAL,1
2302,y0 pulisa na pahilaa thika thiy0 na ahile thika chha yast0 laai b0laaunu hudaina ?,na pahilaa thika thiy0 na ahile thika chha,GENERAL,1
2303,i dubai janaa paati kaa jh0 le huna .,jh0 le,GENERAL,1
2304,"aaunu bhaae nepaali sachchaa patrakaara , , susila sara .",sachchaa,GENERAL,0
2305,prasna s0dhaai chaanhi susila sara k0 saahrai asala chha .,asala,GENERAL,0
2306,nepaali pulisa ch0ra h0 khaate haru kukura k0 ijjat h0laa tara yi khaate pulisa ra netaa k0 chhaina dalaala haru .,kukura k0 ijjat h0laa,GENERAL,1
2307,aba nepaala maa s0jh0 maanchhe haru bajnai gar0 hune bh0 .,gar0 hune bh0,GENERAL,1
2308,susila paande laai ma d0rs0 rabi laamichhaane bhanna chaahanchhu uhaan le samaya saandarbhika kuraa haru uthaaunu hunchha ra uhaan k0 antarwaartaa garne saili pani atyantai mana parchha yahaan rabi laai phasaauna kh0jie kai h0 .,kuraa haru uthaaunu hunchha,GENERAL,0
2309,susila paande laai ma d0rs0 rabi laamichhaane bhanna chaahanchhu uhaan le samaya saandarbhika kuraa haru uthaaunu hunchha ra uhaan k0 antarwaartaa garne saili pani atyantai mana parchha yahaan rabi laai phasaauna kh0jie kai h0 .,mana parchha,GENERAL,0
2310,susila paande laai ma d0rs0 rabi laamichhaane bhanna chaahanchhu uhaan le samaya saandarbhika kuraa haru uthaaunu hunchha ra uhaan k0 antarwaartaa garne saili pani atyantai mana parchha yahaan rabi laai phasaauna kh0jie kai h0 .,phasaauna,GENERAL,1
2311,y0 p0kh0rela kahilai pani saach0 b0ldaina gundaa h0 .,gundaa,GENERAL,1
2312,mai le ta aja ramesa kharela laai samjiya hai yadi aja ramesa kharela bhae k0 bhae rabi laamichhaane le naya paaune thie ki kas0 saathi haru naalayaka sarakaara raajinaamaa die bhay0 .,naalayaka,GENERAL,1
2313,patrakaara ji k0 prasna s0dhne saili ekdama raamr0 !,raamr0,GENERAL,0
2314,uttara dina nasakne dig y0 pani rabilaai phasaaune gir0ha sanga mile k0 dekhinchha !,dina nasakne,GENERAL,1
2315,jaab0 eu taa vide0 k0 baare maa jawaapha dina nasakne dig ch0ra saale !,dina nasakne,GENERAL,1
2316,"susila k0 prasna raamr0 chha , y0 2 janaa kina ae k0 je chha ty0 b0lna na sakne haita .",raamr0,GENERAL,0
2317,"susila k0 prasna raamr0 chha , y0 2 janaa kina ae k0 je chha ty0 b0lna na sakne haita .",b0lna na sakne,GENERAL,1
2318,suraja basneta jast0 kaayara j0 aphn0 tarka nidara bhaera raakhna nasakne byakti k0 Interview kina linu pary0 ?,kaayara,GENERAL,1
2319,sara k0 prasana garene sailichai sahi laagchha ma laai .,sahi,GENERAL,0
2320,nepaala prahari pahile sansaara maa naama thiyau tara ahile raajanitika netaaharukaae jhaae le kaaryakrataa hunaa le kehi raamr0 prahari pani badanaama hudaichhana .,jhaae le,GENERAL,1
2321,mulaa khuba IGP bhannalaai dalaala gardai chha talaai kiraa par0sa IGP khaanaa napaaune gari .,dalaala,GENERAL,1
2322,sasila daai k0 prasna s0dhaai chaahi maanchhu ma .,maanchhu,GENERAL,0
2323,y0 jaath0 pulisa prasaasana nai gatil0 chhaina saba milimat0 kaama chalaauchhana bhatuwaa haru .,jaath0,GENERAL,1
2324,y0 jaath0 pulisa prasaasana nai gatil0 chhaina saba milimat0 kaama chalaauchhana bhatuwaa haru .,bhatuwaa,GENERAL,1
2325,y0 jaath0 pulisa prasaasana nai gatil0 chhaina saba milimat0 kaama chalaauchhana bhatuwaa haru .,gatil0 chhaina,GENERAL,1
2326,sarakaara himmata chha bhane rawi daai laai phasaayara dekhaa ani thaahaa hunchha ke hunchha desa maa yasakaae mulya dherai thulaae hunchha chetanaa bhaya .,phasaayara dekhaa,GENERAL,1
2327,pulisa saga bhaya k0 m0baaila k0 bhidiy0 kasari pratrakaara saga pugchha tehi pani j0 rabi laai mana naparaaune maanchhe saga y0 saba rabi saralaai phasaaune khela h0 .,phasaaune khela,GENERAL,1
2328,chitawan k0 ghusyaahaa sp malla laai tatkaala kaarabaahi gara .,ghusyaahaa,GENERAL,1
2329,patrakaara vanek0 yast0 hunu parx savya ra vabya salaama xa tapaain laai patrakaara g .,salaama,GENERAL,0
2330,patrakaara vanek0 yast0 hunu parx savya ra vabya salaama xa tapaain laai patrakaara g .,savya,GENERAL,0
2331,patrakaara vanek0 yast0 hunu parx savya ra vabya salaama xa tapaain laai patrakaara g .,vabya,GENERAL,0
2332,jaya chandra surya jaya rabi laamichhaane .,jaya,GENERAL,0
2333,khaate bhaarata k0 kuraa garchhasa bhaaratiya dalaala .,bhaaratiya dalaala,GENERAL,1
2334,susila sara k0 prasna gare k0 1००% satya tathya kaa saatha prastuti chha ?,satya tathya,GENERAL,0
2335,dhanyawaada susila sara chitawana jaanu pary0 .,dhanyawaada,GENERAL,0
2336,nepaala prahari k0 nai gatiwidhi thika laagdaina ma laai ta .,thika laagdaina,GENERAL,1
2337,ganatantra murdaabaada ripa raajaa aau desa bachaau .,murdaabaada ripa,GENERAL,1
2338,chimtta bujhd0 jawaapha patak kai ayana rabi laai phasaauna prahari sameta laagi pare k0 chha .,phasaauna,GENERAL,1
2339,susila paande sara k0 prasna s0dhane tarikaa dherai raamr0 laagchha .,raamr0 laagchha,GENERAL,0
2340,netaa h0ina jh0le haru le gardaa aja y0 desa y0 sthiti maa puge k0 h0 .,jh0le,GENERAL,1
2341,haan haan saale ch0ra bhast haru binaalagaani k0 udh0ga sumnchaalana garera desa khr0kr0 paareu saba yuwaa bidesa palaayana huna baadhyabanaayeu khaana0 khaana0 ... kati sajil0 chha gapha garana .,baadhyabanaayeu,GENERAL,1
2342,haan haan saale ch0ra bhast haru binaalagaani k0 udh0ga sumnchaalana garera desa khr0kr0 paareu saba yuwaa bidesa palaayana huna baadhyabanaayeu khaana0 khaana0 ... kati sajil0 chha gapha garana .,desa khr0kr0 paareu,GENERAL,1
2343,haan haan saale ch0ra bhast haru binaalagaani k0 udh0ga sumnchaalana garera desa khr0kr0 paareu saba yuwaa bidesa palaayana huna baadhyabanaayeu khaana0 khaana0 ... kati sajil0 chha gapha garana .,khaana0 khaana0,GENERAL,1
2344,teri maa daakaahaae khaaaae khaaaae aparaadhi haae .,aparaadhi,GENERAL,1
2345,chuthth0 kaanresa burukka uphrera jitna kh0jchha .,chuthth0,GENERAL,1
2346,kathaibaraa y0 ghadich0ra kati jhuth0 b0lchha yas kaa baau k0 naama lie pachhi .,ghadich0ra,GENERAL,1
2347,netaa k0 sampati chhaana bina garne ra jela haalni h0 bhani jela sadhai pyaaka hunchha .,pyaaka hunchha,GENERAL,0
2348,yini haru sabai bhrasta huna hij0 j0 chappala bajaaudai kaathamaadau chhire k0 1०barsa maa kaathamaadau maa kasari alisaana bhawana banchha .,bhrasta,GENERAL,1
2349,yi ch0ra haru le desa k0 d0hana waa bhrasta kasari gard0 rahechha .,ch0ra,GENERAL,1
2350,sabai ch0ra sabai bhrasta .,ch0ra,GENERAL,1
2351,sabai ch0ra sabai bhrasta .,bhrasta,GENERAL,1
2352,chhaati th0kera bhanchhu yasai kaarana le h0 desa maagne bhai sake k0 .,maagne,GENERAL,1
2353,"yi dui ch0ra netaa haru le tarka gare k0 h0ina , yi bhrasta rue k0 huna , yini haru k0 eka sabda sahi b0le k0 chhaina .",ch0ra,GENERAL,1
2354,"yi dui ch0ra netaa haru le tarka gare k0 h0ina , yi bhrasta rue k0 huna , yini haru k0 eka sabda sahi b0le k0 chhaina .",bhrasta,GENERAL,1
2355,"yi dui ch0ra netaa haru le tarka gare k0 h0ina , yi bhrasta rue k0 huna , yini haru k0 eka sabda sahi b0le k0 chhaina .",sahi b0le k0 chhaina,GENERAL,1
2356,yini haru bhandaa nicha maanisa k0hi chha‌aina .,nicha,GENERAL,1
2357,nepaali yubaa haru le gamabhira rupa maa ch0chane belaa ay0 sabai paati kaa ch0rai ch0ra sarakaara sarakaara kaa sabai anaga milera khaadaa raichhana awaaja uthaana jarura bhaisakay0 chupa laaganu hudaina .,ch0rai ch0ra,GENERAL,1
2358,nepaali yubaa haru le gamabhira rupa maa ch0chane belaa ay0 sabai paati kaa ch0rai ch0ra sarakaara sarakaara kaa sabai anaga milera khaadaa raichhana awaaja uthaana jarura bhaisakay0 chupa laaganu hudaina .,khaadaa raichhana,GENERAL,1
2359,patrakaara chai mannai parchha ekadama sahi prasna garnu bhaachha .,sahi,GENERAL,0
2360,eka dama sahi kuraa garnu bhay0 baalakarisna sara le .,sahi kuraa,GENERAL,0
2361,yini maa chikne haru laai ta janma kaida garne maanchhe chaahie k0 chha .,janma kaida,GENERAL,1
2362,raamahari khatiwadaa jhutha b0li rahanu bhae k0 chha .,jhutha,GENERAL,1
2363,kraanresa y0 netaa sabai bhandaa ch0ra h0 .,ch0ra,GENERAL,1
2364,y0 paarti ra u paarti haina saba ch0ra huna bhrasta desa banaaune kamyunista ra kaangresa nai huna .,ch0ra,GENERAL,1
2365,y0 paarti ra u paarti haina saba ch0ra huna bhrasta desa banaaune kamyunista ra kaangresa nai huna .,bhrasta,GENERAL,1
2366,"netaa dekh0 ki rananananana risa uthchha , yi saba khaana kaa laagi netaa bane kaa huna !",risa uthchha,GENERAL,1
2367,"netaa dekh0 ki rananananana risa uthchha , yi saba khaana kaa laagi netaa bane kaa huna !",khaana kaa laagi,GENERAL,1
2368,dungaduna ganaae k0 ch0raharulaai chaara barsa pachhi pradhaanamantri hunchhu ra yi sabai pradhaanamantri haru dekhi karmachaari haru bhastachaari laai tudikhela maa raakhera kanchatha maa g0li th0kchhu .,dungaduna,GENERAL,1
2369,yastaa gaddaara netaa haru laai galatyaaera phaalnuparchha ama janataa milera yastaa pani netaa hunchhan kukura jast0 khaana napaae jast0 luchhaachudi .,kukura jast0,GENERAL,1
2370,"katti haॉsnu , haॉserai marchha ki kyaa h0 janataa , dala kaa yi dui kaputa haru k0 kuraa sunera !",kaputa,GENERAL,1
2371,sabai bhrastaachaari huna haami janataakaae rasa chusera basne huna .,bhrastaachaari,GENERAL,1
2372,sabai bhrastaachaari huna haami janataakaae rasa chusera basne huna .,rasa chusera basne,GENERAL,1
2373,yastaa prasna ma laai nas0dhnu p0 bhanchhan kukura jastaa alikati pani netaa k0 buddhi naitikataa chhaina ?,naitikataa chhaina,GENERAL,1
2374,susila sara dinai kumgresa ra kamyusta laai yesari nai lyera bahasa garaanu h0laa sunna majaa aaud0 rahechha ch0ra ch0ra k0 p0la kh0laa kh0lla haami bidesi yuwaa sunera taaema paasa garachhai .,ch0ra ch0ra k0 p0la kh0laa kh0lla,GENERAL,1
2375,susila ji raamr0 patrakaara hunuhunchha .,raamr0 patrakaara,GENERAL,0
2376,y0 sabai ch0r haru h0 kei huniwaalaa chhaina .,ch0r,GENERAL,1
2377,y0 sabai ch0r haru h0 kei huniwaalaa chhaina .,huniwaalaa chhaina,GENERAL,1
2378,nepaali k0 sabai netaa phataahaa chhna bhanne y0 jhagadaa le dekhaauchha .,phataahaa,GENERAL,1
2379,nepaali k0 sabai netaa phataahaa chhna bhanne y0 jhagadaa le dekhaauchha .,jhagadaa,GENERAL,1
2380,y0 raajanitika dala ch0raich0ra chhna sabai ch0khinu kh0jchhan .,ch0raich0ra,GENERAL,1
2381,sabai ch0rai ch0ra huna tara y0 bhidiy0 anusaara bhrastaachaara kaagresa dekhie k0 chha kina ki raamahari k0 bhaasana le bujhaauchha .,bhrastaachaara,GENERAL,1
2382,sabai ch0rai ch0ra huna tara y0 bhidiy0 anusaara bhrastaachaara kaagresa dekhie k0 chha kina ki raamahari k0 bhaasana le bujhaauchha .,ch0rai ch0ra,GENERAL,1
2383,yestaa ku-saskaara bha kaa netaa haru puraa prasna pani sundainana chita bujhd0 jawapha pani didainana .,ku-saskaara,GENERAL,1
2384,aja k0 sistama nai galata chha tyasakaarana bharstachaara antya samunata muluka nimti dalaala byasthaa k0 antya anibaarya bhayak0chha .,dalaala,GENERAL,1
2385,baalakarisna sara k0 kuraa ekadamai sahi chha .,sahi chha,GENERAL,0
2386,laaja chhaina ajhai tetr0 maanchhe laai kaarbahi gare k0 chha y0 sarakaara le .,laaja chhaina,GENERAL,1
2387,thui kaa juna ch0ra us k0 thul0 s0ra bhasrtachaarai bhasrtachaara ajhai laaja laagdai ch0ra haru thulaa thulaa daa k0 garchha .,thui,GENERAL,1
2388,thui kaa juna ch0ra us k0 thul0 s0ra bhasrtachaarai bhasrtachaara ajhai laaja laagdai ch0ra haru thulaa thulaa daa k0 garchha .,bhasrtachaarai bhasrtachaara,GENERAL,1
2389,taainatui haata maa laagy0 dui niskarsa maa aune kehi h0ina .,taainatui,GENERAL,1
2390,ananda p0kharela jast0 maanchhe pani paarti k0 bhrastaachaari netaa laai j0gaauna marihatte gardaa rahechhana .,bhrastaachaari,GENERAL,1
2391,ananda p0kharela jast0 maanchhe pani paarti k0 bhrastaachaari netaa laai j0gaauna marihatte gardaa rahechhana .,marihatte gardaa rahechhana,GENERAL,1
2392,bhrastaachaari harulaai tumdikhela lyaai jhundyaaera g0li th0knu parchha .,bhrastaachaari,GENERAL,1
2393,akhtiyaara ra adaalata ta bhraastrachaari haru k0 akhadaa h0 / .,bhraastrachaari haru k0 akhadaa,GENERAL,1
2394,sabai netaa ch0ra bharta janataa k0 khuna chusane ani thulaa thulaa kuraa garne .,khuna chusane,GENERAL,1
2395,sabai ch0rai ch0ra bhaye pachhi ( kaa le kaa le milera khaaun bhaale ) kasa le kaarabaahi garne ?,ch0rai ch0ra,GENERAL,1
2396,waau bhrastaachaari bhae pachhi chhaaeraa haru laai ijjata bachaauna kastaae gaaraae .,bhrastaachaari,GENERAL,1
2397,baalakarisna saralaai kama b0lna die k0 maa kheda prakata gardachhu .,kheda prakata gardachhu,GENERAL,1
2398,aja k0 kaaryakrama ati majaa ay0 tara kuraabujiyanaa sabai janaa laai yakaich0ti b0lna dinubhayana .,kuraabujiyanaa,GENERAL,1
2399,yi saba bhastachaari laai tudikhela maa lyera g0li th0kne desa bhakti chaanhiye k0 chha nepaala maa. . .,bhastachaari,GENERAL,1
2400,thuika saba kaa saba bhrasta netaa haru .. .,bhrasta,GENERAL,1
2401,thuika saba kaa saba bhrasta netaa haru .. .,thuika,GENERAL,1
2402,yasthaa bhrasta netaa harulaai sidhai inkaauntara garna paainchha ki naai .,bhrasta,GENERAL,1
2403,bhrastaachaara bhanne haae bhane raajanitikaae haata pakkaa chha .,haata pakkaa chha,GENERAL,1
2404,y0 bebasthaa nai khaareja garera sabai kathita netaa haru laai jela k0chnu parchha .,jela k0chnu parchha,GENERAL,1
2405,y0 bebasthaa nai khaareja garera sabai kathita netaa haru laai jela k0chnu parchha .,khaareja garera,GENERAL,1
2406,thika chha hai yini haru dubai bhrastaachaara huna tehi bhaera eka arka k0 p0la kh0lna baadhya bhae akhira yas k0 maane maa bujhinchh ki netaa jati sabai bhrasta hunchhan bhanne kuraa pramaana bhay0 .,bhrasta,GENERAL,1
2407,thika chha hai yini haru dubai bhrastaachaara huna tehi bhaera eka arka k0 p0la kh0lna baadhya bhae akhira yas k0 maane maa bujhinchh ki netaa jati sabai bhrasta hunchhan bhanne kuraa pramaana bhay0 .,bhrastaachaara,GENERAL,1
2408,kaangresa k0 netaa haru kaama bigaarane ani b0lnu nadine e netaa h0 aba kaama chhaina .,kaama chhaina,GENERAL,1
2409,kaangresa k0 netaa haru kaama bigaarane ani b0lnu nadine e netaa h0 aba kaama chhaina .,kaama bigaarane,GENERAL,1
2410,ch0ra bhrasta netaa haru midiyaa maa aera baandara k0 bathaana karaae k0 jastai karaai rahanchha .,baandara k0 bathaana karaae k0 jastai,GENERAL,1
2411,paakistaana k0 haalata garaaune bhae i bhrastaachaari hajaaraum raajaa haru le .,bhrastaachaari,GENERAL,1
2412,ch0ra haru laajai nalaagne kuraa garchhan .,laajai nalaagne,GENERAL,1
2413,dherai jaanne bujhne bhae pachhi phakata k0 bakabaka gard0rahechha .,phakata k0 bakabaka,GENERAL,1
2414,thukka p0kharela bhanne maahaabhrasta k0 kutarka .,thukka,GENERAL,1
2415,thukka p0kharela bhanne maahaabhrasta k0 kutarka .,maahaabhrasta k0 kutarka,GENERAL,1
2416,nepaali kaangresa le jati sarakaara kamnisata le chalaauna paaya k0 bhaya aja samma haami le nepaali haun bhanna paauthinau h0laa .,paauthinau h0laa,GENERAL,1
2417,netaa bhanaauda haru le bhrastaachaara nagarneh0 bhane karmachaari haru le bhrastaachaara garna sakne kurai audaina desa karmachaari jantaa bigaarne yinai ch0ra netaa huna ?,ch0ra,GENERAL,1
2418,tanharulaai timi bhanna laayaka chhaina tan haru karmachaari laai nitigatai rupa maa lekhana laayara baॉdera khaane chaahi k0 ?,laayaka chhaina,GENERAL,1
2419,khaasa bhrastaachaara k0 naaike bhane kai tan kupaatra haru h0 100%laaja nabha kaa kumaanchhe ghatiyaa wilaayaka tall0stara kaa nicha raajanitika kupaatra haru . .,bhrastaachaara k0 naaike,GENERAL,1
2420,khaasa bhrastaachaara k0 naaike bhane kai tan kupaatra haru h0 100%laaja nabha kaa kumaanchhe ghatiyaa wilaayaka tall0stara kaa nicha raajanitika kupaatra haru . .,ghatiyaa,GENERAL,1
2421,khaasa bhrastaachaara k0 naaike bhane kai tan kupaatra haru h0 100%laaja nabha kaa kumaanchhe ghatiyaa wilaayaka tall0stara kaa nicha raajanitika kupaatra haru . .,tall0stara,GENERAL,1
2422,bicharaa yestaa murkha le desa ra jantaa k0 nimti kaama garchhana re .,murkha,GENERAL,1
2423,patyaaune haami nirya jantaa .,nirya,GENERAL,0
2424,timi haru sabai 3 kar0da nepaali janataa k0 khuna ra pasinaa chusne kirnaa haum .,kirnaa,GENERAL,1
2425,"bhrastaachaara le churlummai dube k0 desa nepaala thuikka ch0ra , dalaala haru .",churlummai dube,GENERAL,1
2426,p0kharela k0 bhaai ta thika chhaina khaay0 ani netaa le gardaina bhanu p0kharela laai laaja chhaina .,laaja chhaina,GENERAL,1
2427,p0kharela k0 bhaai ta thika chhaina khaay0 ani netaa le gardaina bhanu p0kharela laai laaja chhaina .,thika chhaina,GENERAL,1
2428,kastaae chitna nabujekaae gadhaa harukaae kuraa patrakaar le estaae bhandaapani laajapachaaera baaelchhana thuikka gadhaa haae .,gadhaa,GENERAL,1
2429,kastaae chitna nabujekaae gadhaa harukaae kuraa patrakaar le estaae bhandaapani laajapachaaera baaelchhana thuikka gadhaa haae .,laajapachaaera,GENERAL,1
2430,adhiwaktaa baalakarisna neupaane sahara k0 antarwaartaa 100 pratisata sahi susila paande patrakaara laai dheraidherai saluta .,100 pratisata sahi,GENERAL,0
2431,adhiwaktaa baalakarisna neupaane sahara k0 antarwaartaa 100 pratisata sahi susila paande patrakaara laai dheraidherai saluta .,saluta,GENERAL,0
2432,h0ina y0 desa maa bhrastaachaari laai paataa kasne ay0ga chhaina ki biky0 ?,bhrastaachaari,GENERAL,1
2433,h0ina y0 desa maa bhrastaachaari laai paataa kasne ay0ga chhaina ki biky0 ?,biky0,GENERAL,1
2434,"i ch0ra haru k0 kuraa sundaa ta kunei ay0ga , matraalayanai ch0kh0 rainachha ta .",ch0ra,GENERAL,1
2435,raamahari jatisukai phurti gare pani nepaali kumgresa bhrasta huna .,bhrasta,GENERAL,1
2436,y0 raamahari bhanne jantu serabahaadura deubaa k0 naama sunne bitik0i burukka upharinchha janali .,jantu,GENERAL,1
2437,y0 raamahari bhanne jantu serabahaadura deubaa k0 naama sunne bitik0i burukka upharinchha janali .,janali,GENERAL,1
2438,yast0 sumbaada maa ty0 raamahari khatiwadaa k0 arkaa k0 kur0 sunne dhairyataa khai ?,dhairyataa khai,GENERAL,1
2439,wiswaraaja paaerkhela dherai jhutakaae kheti garirakaae chha .,jhutakaae kheti,GENERAL,1
2440,y0 pulisa aphisara laai prasna garnu mana laag0 yadi uslaai maardaa us k0 pariwaara laai kast0 hunchha bhanera ahmma chha teslaai us k0 bardi k0 .,maardaa,GENERAL,1
2441,y0 pulisa aphisara laai prasna garnu mana laag0 yadi uslaai maardaa us k0 pariwaara laai kast0 hunchha bhanera ahmma chha teslaai us k0 bardi k0 .,ahmma,GENERAL,1
2442,yaae chaaera maanawaadhikaara baadi chaaera kaalaae kaamgresa k0 bhatuwaa ke bhanachha muji taalu .,kaalaae,GENERAL,1
2443,yaae chaaera maanawaadhikaara baadi chaaera kaalaae kaamgresa k0 bhatuwaa ke bhanachha muji taalu .,chaaera,GENERAL,1
2444,yaae chaaera maanawaadhikaara baadi chaaera kaalaae kaamgresa k0 bhatuwaa ke bhanachha muji taalu .,maanawaadhikaara baadi chaaera,GENERAL,1
2445,yaae chaaera maanawaadhikaara baadi chaaera kaalaae kaamgresa k0 bhatuwaa ke bhanachha muji taalu .,bhatuwaa,GENERAL,1
2446,y0 biswaraaja p0khrela bhanne kukura laai kas le banaay0 di ai ji g0li laagera mirtu h0ina pahilaa haatakhuttaa bhaachidiera pachhi g0li haani hatyaa gare k0 chharlanga chha saalaa nakkali bhidanta banaauchha khaate .,kukura,GENERAL,1
2447,satya sewaa suraksanama aja jhuta akramana bhakksanama mer0 ganatantra nepaala .,suraksanama,GENERAL,0
2448,jhutha b0llane sabhai apraadhi hunchhana yaaॅhaaॅ .,apraadhi,GENERAL,1
2449,"susila sara laai dekhe pachhi uhaan k0 kaaryakrama naheri nidraa nai laagdaina , , , laagirahanusa hajura sahi hunuhunchha .",sahi hunuhunchha,GENERAL,0
2450,susila daai sahi patrakaaritaa k0 anupama udaaharana hajura syaluta chha hajura laai .,syaluta,GENERAL,0
2451,susila daai sahi patrakaaritaa k0 anupama udaaharana hajura syaluta chha hajura laai .,anupama,GENERAL,0
2452,haina y0 haamr0desa nepaala maa pulisa le kaahaaॅ raamr0 kaama garek0chhata .,kaahaaॅ raamr0 kaama garek0chhata,GENERAL,1
2453,pulisa le je galti gare pani aphn0 galti kina swikaara garna sakdaina yasa le gardaa pulisa tarpha k0 chhawi gire k0 kina dekhdaina pulisa bhitra hir0 banna kh0jne dherai chhana .,chhawi gire k0,GENERAL,1
2454,"eu taa prahari k0 prabakataa le ghari ghari jhuta b0lnu thika hudaina , , y0 ghatanaa maa pani 100% prahari k0 galata chha , .",thika hudaina,GENERAL,1
2455,"eu taa prahari k0 prabakataa le ghari ghari jhuta b0lnu thika hudaina , , y0 ghatanaa maa pani 100% prahari k0 galata chha , .",galata,GENERAL,1
2456,y0 saalaa p0kharela nepaala p0lisa bananaalaayaka chhainaa y0 saalaakhaate netaa haru k0 chamachaa ra jh0la h0 .,saalaa,GENERAL,1
2457,y0 saalaa p0kharela nepaala p0lisa bananaalaayaka chhainaa y0 saalaakhaate netaa haru k0 chamachaa ra jh0la h0 .,netaa haru k0 chamachaa,GENERAL,1
2458,y0 saalaa p0kharela nepaala p0lisa bananaalaayaka chhainaa y0 saalaakhaate netaa haru k0 chamachaa ra jh0la h0 .,jh0la,GENERAL,1
2459,"y0 Dij le jahi le jhuta b0lchha , jnaanendra saahi laai hiraasata maa kutapita yatnaa diy0 , ajhai die k0 chhaina bhanne jh0le h0li waaina .",jhuta b0lchha,GENERAL,1
2460,"y0 Dij le jahi le jhuta b0lchha , jnaanendra saahi laai hiraasata maa kutapita yatnaa diy0 , ajhai die k0 chhaina bhanne jh0le h0li waaina .",jh0le h0li waaina,GENERAL,1
2461,nasakne bhay0 bardi laae k0 gundaa haru sumga aba timi haru baata ke asa raakhne h0laa .,gundaa,GENERAL,1
2462,susila ji dhanyawaada jantaa k0 awaaja bi le k0 maa .,dhanyawaada,GENERAL,0
2463,ma pani kaaraa gaara gaa k0 h0 h0 nepaala prahari k0 daadaa giri dherai chha haami le nach0re k0 na garaae k0 kesa ani nas0che k0 kuraa haru pani pahumcha bha kaa haru le dartaa gare k0 adhaara maa ma laai ta laai saarwajanika muddaa chalaaunchhu bhanera kaida gare nepaala prahari le .,daadaa giri,GENERAL,1
2464,sarlaahi prahari le jhut0 aphu bacheraa rip0tinga gare k0 chha suchanaa y0 satya tathya chhaana bina gareraa kaamakaarabaahi hunu parchha .,jhut0,GENERAL,1
2465,yast0 naalaayaka maanawaadhikaara dalaala laai kina b0la k0 j0 sanga kunai suchanaa ani kehi pramaana nai chhaina .,naalaayaka maanawaadhikaara dalaala,GENERAL,1
2466,sarakaari sumyantra kaa prabaktaa haru k0 kaama bhane kai jhuta b0lne h0 .,jhuta b0lne,GENERAL,1
2467,susila ji tapaaim k0 prasna maa ekadama purwaagrahi bhay0 .,purwaagrahi,GENERAL,1
2468,prasna kadaa garnusa tara ekadama purwaagrahi bhae k0 jast0 laagy0 .,purwaagrahi,GENERAL,1
2469,nepaala prahari le kahile pani saach0 b0ldainana .,saach0 b0ldainana,GENERAL,1
2470,haamr0 desa maa phaaltu civil maanchhe le hatyaara b0kera himdn paaune chhaina .,phaaltu,GENERAL,1
2471,y0 raadikaae chh0raa DIG k0 mukha dekhdaa pani yati risa uthera aunchha susila sara hajura laai dherai badhaai chha ekach0ti y0 paagala ra jnaanendra saahi laai sangai banaaera antarwaartaa garaaunu pary0 ani ke bhanchha yasa le gardaa aja samagra prahari sasthaa k0 badanaama bhay0 .,badhaai chha,GENERAL,0
2472,y0 raadikaae chh0raa DIG k0 mukha dekhdaa pani yati risa uthera aunchha susila sara hajura laai dherai badhaai chha ekach0ti y0 paagala ra jnaanendra saahi laai sangai banaaera antarwaartaa garaaunu pary0 ani ke bhanchha yasa le gardaa aja samagra prahari sasthaa k0 badanaama bhay0 .,risa uthera aunchha,GENERAL,0
2473,y0 prahari prabaktaa k0 kaama chhaina bardi phu kaa le hunchha .,kaama chhaina,GENERAL,1
2474,"y0 muji p0kharela lathauraa eka nambara k0 jhute h0 saale haraami khuda , jnaanendra saahi , , jiudai hunu hunchha yaatanaa diera khuttaa bhaachera pani , , haina prahari baata kunai yaatanaa bhaa k0 chhaina bhandai b0lne jhute muji p0kharela k0 siksaa k0 kami dekhinchha ✊✊ .",jhute,GENERAL,1
2475,"y0 muji p0kharela lathauraa eka nambara k0 jhute h0 saale haraami khuda , jnaanendra saahi , , jiudai hunu hunchha yaatanaa diera khuttaa bhaachera pani , , haina prahari baata kunai yaatanaa bhaa k0 chhaina bhandai b0lne jhute muji p0kharela k0 siksaa k0 kami dekhinchha ✊✊ .",lathauraa,GENERAL,1
2476,salaama chha susila paande sara tapaai laai tapaain kaa 0japurna prasna haru k0 laagi .,salaama,GENERAL,0
2477,yestaa maanaba adhikaara karmi k0 kaama chhaina ... .,kaama chhaina,GENERAL,1
